,name,year,genre,rate,voter,director,star,country,company,budget,gross
941,Ander,(2009)," Drama, Romance            ",7.2,749,Roberto Castón,"Eriz Alberdi,Josean Bengoetxea,Cristhian Esquivel,|,See full cast & crew,",Spain,"Berdindu,Euskal Irrati Telebista (EiTB),See more »,",,
942,The Graffiti Artist,(2004)," Drama, Romance            ",6.1,717,James Bolton,"Ruben Bansie,Pledgure Duoshun,Zachary S. Smalls,|,See full cast & crew,",USA,"Mettray Reformatory Pictures,See more »,",,
943,Prodigal Sons,(2008), Documentary            ,7.2,628,Kimberly Reed,"Kimberly Reed,Carol McKerrow,Marc McKerrow,|,See full cast & crew,",USA,"Big Sky Film Productions,See more »,",,"$73,213,"
944,A Reunion,(2014)," Comedy, Drama, Romance            ",5.3,123,Hernando Bansuelo,"Michael Lovan,Josh Watson,Amy Everson,|,See full cast & crew,",USA,"The Ebersole Hughes Company,See more »,",,
945,One Deep Breath,(2014)," Drama, Thriller            ",5.8,36,Antony Hickling,"Manuel Blanc,Thomas Laroppe,Stéphanie Michelini,|,See full cast & crew,",France,"Optimale,Vivàsvan,See more »,","€85,750",
946,Utopians,(2015)," Comedy, Drama, Romance            ",4.6,150,Scud,"Adonis He Fei,Jackie Chow,Ching-Man Chin,|,See full cast & crew,","Hong Kong,Thailand","Artwalker,See more »,",,
947,The Battle of the Sexes,(2013)," Documentary, Biography, History            ",7.0,469,,"Billie Jean King,Bobby Riggs,Johnny Carson,|,See full cast & crew,","UK,USA","Goldcrest Capital,Media Square Films,New Black Films,See more »,",,
948,Holding Trevor,(2007)," Drama, Romance            ",5.2,"1,328",Rosser Goodman,"Brent Gorski,Christopher Wyllie,Melissa Searing,|,See full cast & crew,",USA,"KGB Films,Stray Films,See more »,","$55,000","$16,747,"
949,Las hermanas L.,(2008)," Comedy, Drama, Romance            ",5.4,28,,"Silvina Acosta,Florencia Braier,Esteban Meloni,|,See full cast & crew,",Argentina,"MyS Producción,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Lagarto Cine,See more »,",,
950,In extremis,(2000)," Drama, Romance            ",5.3,305,Étienne Faure,"Sébastien Roch,Julie Depardieu,Jérémy Sanguinetti,|,See full cast & crew,",France,"Alliance Ltd Intl.,Boomerang,Kaméléon Productions,See more »,",,
951,Run & Jump,(2013), Drama            ,6.3,"1,180",Steph Green,"Maxine Peake,Edward MacLiam,Will Forte,|,See full cast & crew,","Ireland,Germany","Samson Films,Bavaria Pictures,See more »,",,"$8,243,"
952,Damon and Hunter: Doing It Together,(2006)," Documentary, Biography, Romance            ",6.0,40,Tony Comstock,"Damon Demarco,Hunter James,",USA,"Comstock Films,See more »,","$112,000",
953,What Happens Next,(I) (2011)," Comedy, Romance            ",5.8,687,Jay Arnold,"Kimberly S. Fairbanks,Ariel Shafir,James Duke Mason,|,See full cast & crew,",USA,"Jaded Creative Productions,See more »,","$200,000",
954,Noah's Arc: Jumping the Broom,(2008)," Drama, Romance            ",6.3,761,Patrik-Ian Polk,"Darryl Stephens,Rodney Chester,Gary LeRoi Gray,|,See full cast & crew,","USA,Canada","Blueprint Entertainment,Logo,Tall Skinny Black Boy Productions,See more »,",,"$532,244,"
955,Meu Nome Não é Johnny,(2008)," Biography, Crime, Drama            ",7.2,"5,561",Mauro Lima,"Selton Mello,Giulio Lopes,Júlia Lemmertz,|,See full cast & crew,",Brazil,"Atitude Produções e Empreendimentos,Globo Filmes,Teleimage,See more »,","BRL 6,000,000",
956,The Brandon Teena Story,(1998)," Documentary, Biography            ",7.3,892,,"Daphne,Reanna,Gina,|,See full cast & crew,",USA,"Bless Bless Productions,See more »,",,"$40,999,"
957,Nés en 68,(2008)," Comedy, Drama, Romance            ",6.6,519,,"Laetitia Casta,Yannick Renier,Yann Trégouët,|,See full cast & crew,",France,"Les Films Pelléas,Arte France,Région Midi-Pyrénées,See more »,",,
958,Children of God,(2010), Drama            ,6.7,"1,118",Kareem Mortimer,"Johnny Ferro,Stephen Tyrone Williams,Margaret Laurena Kemp,|,See full cast & crew,",Bahamas,"Mercury Rising Media,Southern Fried Filmworks,Mercury Rising Films,See more »,",,
959,Ein Leben lang kurze Hosen tragen,(2002)," Crime, Drama            ",7.0,489,Kai S. Pieck,"Tobias Schenke,Sebastian Urzendowsky,Ulrike Bliefert,|,See full cast & crew,",Germany,"MTM West Television & Film,Westdeutscher Rundfunk (WDR),See more »,",,
960,Reinas,(2005)," Comedy, Romance            ",6.7,"1,959",Manuel Gómez Pereira,"Marisa Paredes,Carmen Maura,Verónica Forqué,|,See full cast & crew,","Spain,Netherlands,Italy","Warner Bros.,Lucky Red,Fortissimo Films,See more »,",,"$139,439,"
961,Ang tanging Ina,(2003)," Comedy, Drama            ",6.2,166,Wenn V. Deramas,"Ai-Ai de las Alas,Connie Chua,Eugene Domingo,|,See full cast & crew,",Philippines,"Star Cinema Productions,See more »,",,
962,Szuperbojz,(2009)," Comedy, Music            ",1.3,627,Barna Kabay,"Imre Bajor,Vica Kerekes,Károly Gesztesi,|,See full cast & crew,",Hungary,"Macropus Film OHG,Media Centrum,TV2,See more »,",,
963,Ma femme est une actrice,(2001)," Comedy, Drama, Romance            ",6.5,"3,402",Yvan Attal,"Charlotte Gainsbourg,Yvan Attal,Terence Stamp,|,See full cast & crew,",France,"Canal+,Centre National de la Cinématographie (CNC),Katharina,See more »,","FRF 30,000,000","$1,052,922,"
964,Eastsiders: The Movie,(2014), Drama            ,6.7,65,Kit Williamson,"Van Hansis,Matthew McKelligon,Kit Williamson,",USA,,,
965,J'ai rêvé sous l'eau,(2008)," Drama, Romance            ",4.9,308,Hormoz,"Hubert Benhamdine,Caroline Ducey,Christine Boisson,|,See full cast & crew,",France,"Wide Management,Triskel Films,See more »,",,
966,Aleksandr's Price,(2013), Drama            ,4.8,411,,"Pau Masó,Natalie Grigoriadou,Josh Berresford,|,See full cast & crew,",USA,"Maso & Co Productions,White Shark Pictures,See more »,",,
967,Squirrels,(2018), Comedy            ,6.4,10,Todd Verow,"Robbie Gottlieb,Dino Petrera,Catiriana Reyes,|,See full cast & crew,",USA,"Bangor Films,See more »,",,
968,The Brides of Sodom,(2013)," Fantasy, Horror, Sci-Fi            ",2.6,257,Creep Creepersin,"Domiziano Arcangeli,Greg Duke,Rachel Zeskind,|,See full cast & crew,",USA,"Empire Films,Sterling Entertainment,Creepersin Films,See more »,","$1,500,000",
969,Los novios búlgaros,(2003)," Comedy, Crime, Drama            ",5.8,819,Eloy de la Iglesia,"Fernando Guillén Cuervo,Dritan Biba,Pepón Nieto,|,See full cast & crew,",Spain,"Altube Filmeak S.L.,Conexión Sur,Creativos Asociados de Radio y Televisión (CARTEL),See more »,",,"$59,440,"
970,The Surface,(I) (2015)," Drama, Romance            ",5.6,148,Michael J. Saul,"Harry Hains,Michael Redford Carney,Nicholas McDonald,|,See full cast & crew,",USA,"Aimes Media Production,Michael Saul Productions,See more »,",,
971,Twist,(2003), Drama            ,5.9,"1,281",Jacob Tierney,"Nick Stahl,Gary Farmer,Stephen McHattie,|,See full cast & crew,",Canada,"Victorious Films,See more »,","$350,000",
972,Simon,(2004)," Comedy, Drama            ",7.9,"7,735",Eddy Terstall,"Cees Geel,Marcel Hensema,Rifka Lodeizen,|,See full cast & crew,",Netherlands,"Fortissimo Films,Spaghetti Film,Vrijzinnig Protestantse Radio Omroep (VPRO),See more »,","€1,000,000","$2,453,"
973,Mita Tova,(2014)," Comedy, Drama, Romance            ",7.1,"1,712",,"Ze'ev Revach,Levana Finkelstein,Aliza Rosen,|,See full cast & crew,","Israel,Germany","Pie Films,2-Team Productions,Twenty Twenty Vision Filmproduktion GmbH,See more »,",,"$171,963,"
974,Männer wie wir,(2004)," Comedy, Drama, Romance            ",6.8,"1,690",Sherry Hormann,"Maximilian Brückner,Lisa Maria Potthoff,Dietmar Bär,|,See full cast & crew,",Germany,"Filmstiftung Nordrhein-Westfalen,FilmFernsehFonds Bayern,Filmförderungsanstalt (FFA),See more »,",,"$28,194,"
975,Hating kapatid,(2010)," Comedy, Romance            ",6.8,32,Wenn V. Deramas,"Judy Ann Santos,Sarah Geronimo,Gina Pareño,|,See full cast & crew,",Philippines,"Viva Films,See more »,",,
976,Wrecked,(I) (2009)," Drama, Romance            ",3.7,429,,"Forth Richards,Benji Crisnis,Theo Montgomery,|,See full cast & crew,",USA,"Hands Up Productions,Shumanski Brothers,TLA Releasing,See more »,",,
977,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust",(1999)," Drama, Romance, War            ",6.8,"2,041",Raoul Ruiz,"Catherine Deneuve,Emmanuelle Béart,Vincent Perez,|,See full cast & crew,","France,Italy,Portugal","Gemini Films,France 2 Cinéma,Les Films du Lendemain,See more »,","FRF 65,000,000","$461,493,"
978,En tu ausencia,(2008), Drama            ,6.2,765,Iván Noel,"Francisco Alfonsin,Pedro Salido Saborido,Gonzalo Sánchez Salas,|,See full cast & crew,","Canada,Spain","Noel Films,See more »,","$50,000",
979,Aya Arcos,(2014), Drama            ,5.3,98,Maximilian von Moll,"César Augusto,Daniel Passi,André Vieira,|,See full cast & crew,","Brazil,Germany",,,
980,Love in the Time of Money,(2002)," Comedy, Drama, Romance            ",5.3,592,Peter Mattei,"Vera Farmiga,Domenick Lombardozzi,Jill Hennessy,|,See full cast & crew,",USA,"Blow Up Pictures,Open City Films,Sagittaire Films,See more »,",,"$10,410"
981,La chatte à deux têtes,(2002), Drama            ,5.5,715,Jacques Nolot,"Vittoria Scognamiglio,Jacques Nolot,Sébastien Viala,|,See full cast & crew,",France,"Elia Films,Centre National de la Cinématographie (CNC),Procirep,See more »,",,"$3,367,"
982,Long-Term Relationship,(2006)," Comedy, Drama, Romance            ",6.2,806,Rob Williams,"Matthew Montgomery,Windham Beacham,Artie O'Daly,|,See full cast & crew,",USA,"Guest House Films,See more »,","$50,000",
983,Hang Loose,(2012), Comedy            ,5.6,602,Ryan Kawamoto,"Dante Basco,Kevin Wu,Justin Chon,|,See full cast & crew,",USA,"Kinetic Films,See more »,",,
984,Dunno Y Na Jaane Kyun...,(2010)," Drama, Romance            ",3.9,131,Sanjay Sharma,"Zeenat Aman,Kabir Bedi,Hazel Croney,|,See full cast & crew,",India,"Movies Masti Magic studios,Shantketan Films,See more »,",,
985,More Scenes from a Gay Marriage,(2014)," Comedy, Drama, Romance            ",5.5,531,Matt Riddlehoover,"Charlie David,Rett Terrell,Matt Riddlehoover,|,See full cast & crew,",USA,"Bring Chase Productions,Red Headed Revolution Pictures,See more »,","$100,000",
986,Je suis à toi,(2014)," Comedy, Drama, Romance            ",6.6,250,David Lambert,"Nahuel Pérez Biscayart,Jean-Michel Balthazar,Monia Chokri,|,See full cast & crew,","Belgium,Canada","Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Boréal Films,Cinéfinance Tax Shelter,See more »,",,
987,Männer zum Knutschen,(2012)," Comedy, Romance            ",5.0,306,Robert Hasfogel,"Frank Christian Marx,Udo Lutz,Alexandra Starnitzky,|,See full cast & crew,",Germany,"Ente Kross Film,Vivàsvan,See more »,",,
988,Fyra år till,(2010)," Comedy, Drama, Romance            ",6.2,936,Tova Magnusson,"Björn Kjellman,Eric Ericson,Tova Magnusson,|,See full cast & crew,",Sweden,"Anagram,Film i Väst,See more »,",,
989,The Secret Path,(2014)," Fantasy, History, Mystery            ",3.3,116,Richard Mansfield,"Darren Bransford,Henry Regan,Miguel Campbell-Lewis,|,See full cast & crew,",UK,"Mansfield Dark Productions,See more »,",,
990,Venkovský ucitel,(2008)," Drama, Romance            ",7.0,"1,270",Bohdan Sláma,"Pavel Liska,Zuzana Bydzovská,Ladislav Sedivý,|,See full cast & crew,","Czech Republic,France,Germany","Negativ,Pallas Film,Ceská Televize,See more »,",,"$46,245,"
991,The Nature of Nicholas,(2002)," Drama, Horror, Romance            ",6.2,436,Jeff Erbach,"Jeff Sutton,David Turnbull,Ardith Boxall,|,See full cast & crew,",Canada,"Critical Madness Productions Inc.,Full Stop Films,Manitoba Film & Sound Development Corporation,See more »,",,
992,Izlet,(2011), Drama            ,6.8,793,Nejc Gazvoda,"Luka Cimpric,Jure Henigman,Nina Rakovec,",Slovenia,"Perfo Production,See more »,","$248,820",
993,Stonewall Uprising,(2010)," Documentary, History            ",7.2,429,,"Paul Bosche,Alfredo del Rio,John DiGiacomo,|,See full cast & crew,",USA,"PBS American Experience,See more »,",,"$127,940,"
994,Käsky,(2008)," Drama, Romance, War            ",6.5,"1,253",Aku Louhimies,"Samuel Vauramo,Pihla Viitala,Eero Aho,|,See full cast & crew,","Finland,Germany,Greece","Helsinki Filmi Oy,Mogador Film,Two Thirty Five,See more »,","€1,500,000",
995,Vampires: Lucas Rising,(2014), Horror            ,5.0,57,Jason Davitt,"Rhys Howells,Dan Briggs,Abigail Law-Briggs,|,See full cast & crew,",UK,"Witchward Productions,See more »,","£65,000",
996,The Dog,(I) (2013)," Documentary, Adventure, Biography            ",6.5,794,,"John Wojtowicz,Carmen Bifulco,Jeremy Bowker,|,See full cast & crew,",USA,"Unleashed Films,See more »,",,"$44,532,"
997,407 Dark Flight 3D,(2012), Horror            ,4.2,738,Isara Nadee,"Marsha Wattanapanich,Peter Knight,Paramej Noiam,|,See full cast & crew,",Thailand,"Five Star Production Co. Ltd.,See more »,",,
998,"Fear Town, USA",(2014)," Comedy, Horror            ",5.2,128,Brandon Bassham,"Anna Callegari,Cody Lindquist,Amber Nelson,|,See full cast & crew,",USA,"Annum Films,See more »,","$10,000",
999,Whirlwind,(2007)," Drama, Romance            ",5.3,393,Richard LeMay,"Brad Anderson,Desmond Dutcher,Mark Ford,|,See full cast & crew,",USA,"Jupiter Box Productions,See more »,","$80,000",
1000,Denied,(2004)," Drama, Romance            ",4.9,634,David Paul Scott,"Lee Rumohr,Matt Sadowski,Sarah Kanter,|,See full cast & crew,",Canada,,,
1001,The Endless Possibility of Sky,(2012)," Drama, Romance            ",5.2,41,Todd Verow,"Philly Abe,Theodore Bouloukos,Amy Davis,|,See full cast & crew,",USA,"Bangor Films,See more »,","$10,000",
1002,A Four Letter Word,(2007)," Comedy, Romance            ",5.5,807,Casper Andreas,"Jesse Archer,Paul Haje,Charlie David,|,See full cast & crew,",USA,"Embrem Entertainment,See more »,","$125,000","$72,348,"
1003,Little Boy Big Boy,(2009)," Comedy, Drama            ",5.8,6,Joselito Altarejos,"Paolo Rivero,Ray An Dulay,Michael Cayetano,|,See full cast & crew,",Philippines,"Viva Digital,Beyond the Box,See more »,",,
1004,Les grandes chaleurs,(2009), Drama            ,6.8,422,Sophie Lorain,"Marie-Thérèse Fortin,François Arnaud,Marie Brassard,|,See full cast & crew,",Canada,"Les Films Séville,See more »,",,
1005,Alpha Delta Zatan,(2017)," Horror, Mystery, Thriller            ",4.0,25,Art Arutyunyan,"Jeremy Winter,Jake Kidwell,Connor Field,|,See full cast & crew,",USA,"Together Magic Films,See more »,","$50,000",
1006,Eighteen,(2005), Drama            ,6.5,557,Richard Bell,"Paul Anthony,Brendan Fletcher,Clarence Sponagle,|,See full cast & crew,",Canada,"Producers on Davie,Long Tale Entertainment,Bell Movies,See more »,","$800,000",
1007,Onthakan,(2015), Drama            ,5.1,519,Anucha Boonyawatana,"Atthaphan Poonsawas,Oabnithi Wiwattanawarang,Djuangjai Hirunsri,|,See full cast & crew,",Thailand,"G Village,185º Equator,See more »,",,
1008,Bottom,(I) (2012)," Documentary, Biography            ",4.3,48,Todd Verow,,USA,"Bangor Films,See more »,",,
1009,Feriado,(2014), Drama            ,5.7,296,Diego Araujo,"Juan Arregui,Elena Vargas,Cristina Morrison,|,See full cast & crew,","Ecuador,Argentina","Ilaló Cine,CEPA Audiovisual,Abaca Films,See more »,",,
1010,Mei shao nian zhi lian,(1998)," Drama, Romance            ",6.8,794,Yonfan,"Stephen Fung,Daniel Wu,Qi Shu,|,See full cast & crew,",Hong Kong,"Far Sun Film Company Ltd.,See more »,",,"$18,629,"
1011,Ga-myeon,(2007)," Crime, Drama, Mystery            ",6.4,601,Yun-ho Yang,"Kang-woo Kim,Gyu-ri Kim,Su-kyeong Lee,|,See full cast & crew,",South Korea,"DRM Entertainment,DRM Media,See more »,",,
1012,Peter De Rome: Grandfather of Gay Porn,(2014), Documentary            ,6.7,35,Ethan Reid,"Robert Alvarez,Kristen Bjorn,Carlos Caballero,|,See full cast & crew,",UK,"Marvy Movies,See more »,",,
1013,Circuit,(2001)," Drama, Romance            ",5.2,"1,019",Dirk Shafer,"Jonathan Wade-Drahos,Andre Khabbazi,Brian Lane Green,|,See full cast & crew,",USA,"Sneak Preview Entertainment,See more »,",,"$235,087,"
1014,Rosie,(I) (2013)," Drama, Family, Romance            ",7.0,296,Marcel Gisler,"Sibylle Brunner,Fabian Krüger,Judith Hofmann,|,See full cast & crew,",Switzerland,"Cobra Film AG,Schweizerische Radio- und Fernsehgesellschaft (SRG),See more »,",,
1015,The Toy Soldiers,(2014), Drama            ,5.9,496,Erik Peter Carlson,"Najarra Townsend,Constance Brenneman,Chandler Rylko,|,See full cast & crew,",USA,"Riding Hood Motion Pictures,See more »,",,
1016,18 Bilder/Sek,(2010), Drama            ,6.1,38,Tobias Greber,"Nepomuc von Kornmann,Alexander Frank Zieglarski,",Germany,"18 Frames,See more »,",,
1017,Krámpack,(2000)," Comedy, Drama, Romance            ",6.8,"5,693",Cesc Gay,"Fernando Ramallo,Jordi Vilches,Marieta Orozco,|,See full cast & crew,",Spain,"Canal+ España,Generalitat de Catalunya - Departament de Cultura,Messidor Films,See more »,",,"$347,986,"
1018,Praybeyt Benjamin,(2011), Comedy            ,5.0,204,Wenn V. Deramas,"Vice Ganda,Eddie Garcia,Derek Ramsay,|,See full cast & crew,",Philippines,"ABS-CBN Film Productions,Viva Films,See more »,",,
1019,Wordplay,(2006), Documentary            ,7.4,"3,512",Patrick Creadon,"Will Shortz,Ken Burns,Jon Stewart,|,See full cast & crew,",USA,"Grinder Productions,O'Malley Creadon Productions,The Weinstein Company,See more »,",,"$3,117,666,"
1020,She's a Boy I Knew,(2007), Documentary            ,7.8,118,Gwen Haworth,"Colleen Haworth,Gwen Haworth,Kim Haworth,|,See full cast & crew,",Canada,"Shapeshifter Films,See more »,","CAD 40,000",
1021,Antarctica,(2008)," Drama, Romance            ",6.0,692,Yair Hochner,"Ofer Regirer,Guy Zoaretz,Yuval Raz,|,See full cast & crew,",Israel,,,"$21,445,"
1022,Billy Club,(2013)," Comedy, Horror            ",5.5,351,,"Marshall Caswell,Erin Hammond,Nick Sommer,|,See full cast & crew,",USA,"D-Cent Entertainment,Decent Entertainment,Surgery Room,See more »,",,
1023,Do I Sound Gay?,(2014), Documentary            ,5.6,"1,626",David Thorpe,"David Thorpe,George Takei,Tim Gunn,|,See full cast & crew,",USA,"Impact Partners,Little Punk,ThinkThorpe,See more »,",,"$57,000,"
1024,Sabor tropical,(2009)," Drama, Thriller            ",5.0,172,Jorge Ameer,"Matthew Leitch,Jose Rosete,Jorge Ameer,|,See full cast & crew,","Panama,USA","A.J. Productions,Continuum Pictures,See more »,",,
1025,Heaven,(1998)," Crime, Thriller            ",6.7,766,Scott Reynolds,"Martin Donovan,Daniel Edwards,Richard Schiff,|,See full cast & crew,","New Zealand,USA","Miramax,Midnight Film Productions Limited,See more »,",,"$1,983,"
1026,Garçon stupide,(2004)," Comedy, Drama, Romance            ",5.8,"1,117",Lionel Baier,"Pierre Chatagny,Natacha Koutchoumov,Rui Alves,|,See full cast & crew,","Switzerland,France","Saga-Productions,Ciné Manufacture,Télévision Suisse-Romande (TSR),See more »,","CHF 500,000","$149,651,"
1027,Seeing Heaven,(2010)," Drama, Thriller            ",3.6,277,Ian Powell,"Alexander Bracq,Denton Lethe,Thomas Thoroe,|,See full cast & crew,",UK,"Magic Mask Pictures Limited,See more »,","£200,000",
1028,A Silent Agreement,(2017)," Drama, Romance            ",8.4,35,Davo Hardy,"Davo Hardy,Joshua Sealy,Paul Mercurio,|,See full cast & crew,",Australia,"Davo Hardy Productions,Frederick International,Dark Room Productions,See more »,","AUD 500,000",
1029,Poor Boy's Game,(2007), Drama            ,6.5,"1,214",Clement Virgo,"Rossif Sutherland,Danny Glover,Flex Alexander,|,See full cast & crew,",Canada,"Astral Media,Canadian Television Fund,Conquering Lion Pictures,See more »,",,
1030,Miao Miao,(2008)," Comedy, Drama, Romance            ",5.2,956,Hsiao-tse Cheng,"Chia-Yen Ko,Sandrine Pinna,Wing Fan,|,See full cast & crew,","Hong Kong,Taiwan","Block 2 Pictures,J.A. Media,Jet Tone Production,See more »,",,
1031,Lola + Bilidikid,(1999)," Drama, Romance            ",6.3,"1,175",Kutlug Ataman,"Gandi Mukli,Baki Davrak,Erdal Yildiz,|,See full cast & crew,",Germany,"Boje Buck Produktion,Westdeutscher Rundfunk (WDR),Witch,See more »,",,
1032,Love Next Door 2,(2015)," Comedy, Romance            ",6.1,13,Thitipan Raksasat,"Angkul Jeennukul,Rattapon Pontabtim,Preamwiss Tadachaiyosit,|,See full cast & crew,",Thailand,,,
1033,Sade,(2000)," Biography, Crime, Drama            ",6.2,"1,591",Benoît Jacquot,"Daniel Auteuil,Marianne Denicourt,Jeanne Balibar,|,See full cast & crew,",France,"Alicéléo,Canal+,Cofimage 11,See more »,",,"$25,113,"
1034,Proteus,(2003)," Drama, Romance            ",6.5,587,,"Rouxnet Brown,Shaun Smyth,Neil Sandilands,|,See full cast & crew,","Canada,South Africa","Pluck Productions,See more »,",,
1035,Backstage,(I) (2018)," Drama, Music            ",4.7,30,Andrea Sedlácková,"Mary Havranová,Ondrej Hraska,Martin Rakictý,|,See full cast & crew,","Slovakia,Czech Republic","Arina,Bontonfilm,First.Frame,See more »,",,
1036,Comme les autres,(2008)," Comedy, Drama, Romance            ",6.5,"1,204",Vincent Garenq,"Lambert Wilson,Pilar López de Ayala,Pascal Elbé,|,See full cast & crew,",France,"Canal+,Centre National de la Cinématographie (CNC),CinéCinéma,See more »,",,
1037,Chemin de croix,(2008), Drama            ,5.5,130,Cyril Legann,"Fabien De Marchi,Johan Libéreau,Alexandre Palmieri,|,See full cast & crew,",France,,,
1038,Lawless Heart,(2001)," Comedy, Drama, Romance            ",6.8,"1,292",,"Douglas Henshall,Tom Hollander,Bill Nighy,|,See full cast & crew,","UK,France","Overseas FilmGroup,Isle of Man Film Commission,Film Council,See more »,",,"$330,067,"
1039,Randy and the Mob,(2007)," Comedy, Crime            ",6.1,348,Ray McKinnon,"Ray McKinnon,Walton Goggins,Lisa Blount,|,See full cast & crew,",USA,"Capricorn Pictures,Ginny Mule Pictures,Timbergrove Entertainment,See more »,",,"$45,098,"
1040,Three Days to Vegas,(2007)," Comedy, Romance            ",4.8,255,Charlie Picerni,"Peter Falk,Rip Torn,George Segal,|,See full cast & crew,",USA,"Corner Stone Pictures,See more »,","$9,500,000",
1041,Alice et Martin,(1998)," Drama, Romance            ",6.4,"1,586",André Téchiné,"Juliette Binoche,Alexis Loret,Mathieu Amalric,|,See full cast & crew,","France,Spain","Les Films Alain Sarde,Vértigo Films,France 2 Cinéma,See more »,",,"$498,106,"
1042,"Was tun, wenn's brennt?",(2001)," Action, Comedy, Drama            ",6.9,"3,345",Gregor Schnitzler,"Klaus Löwitsch,Til Schweiger,Martin Feifel,|,See full cast & crew,",Germany,"Claussen & Wöbke Filmproduktion GmbH,Deutsche Columbia TriStar Filmproduktion,See more »,",,
1043,Wilby Wonderful,(2004)," Comedy, Drama, Romance            ",6.7,"1,416",Daniel MacIvor,"James Allodi,Callum Keith Rennie,Ellen Page,|,See full cast & crew,",Canada,"Mongrel Media,Palpable Productions,Da Da Kamera,See more »,","CAD 2,500,000",
1044,Behind the Red Door,(2003), Drama            ,6.7,"1,361",Matia Karrell,"Kyra Sedgwick,Kiefer Sutherland,Stockard Channing,|,See full cast & crew,",USA,"Blue Rider Pictures,Blue Rider Pictures,Praxis Entertainment,See more »,",,
1045,Nova Dubai,(2014)," Drama, History            ",5.0,104,Gustavo Vinagre,"Gustavo Vinagre,Bruno D'Ugo,Hugo Guimarães,|,See full cast & crew,",Brazil,,,
1046,Small Town Gay Bar,(2006), Documentary            ,7.1,"1,061",Malcolm Ingram,"Jim Bishop,Terry Capps,Jackie Cox,|,See full cast & crew,",USA,"View Askew Productions,See more »,",,
1047,Do Lado de Fora,(2014)," Comedy, Drama            ",4.9,138,Alexandre Carvalho,"Rafael Lozano,Marcello Airoldi,André Bankoff,|,See full cast & crew,",Brazil,"ASC Audiovisual,Fraiha Produções,See more »,",,
1048,Crutch,(2004)," Drama, Romance            ",5.5,611,Rob Moretti,"Eben Gordon,Rob Moretti,Juanita Walsh,|,See full cast & crew,",USA,"HP Productions LLC,See more »,","$420,000","$20,500,"
1049,Vengeance,(I) (2013)," Crime, Drama, Fantasy            ",6.5,11,Keren Cytter,"Matt DeCoster,Alexander Kellogg,Jenny Grace,|,See full cast & crew,","USA,Netherlands,France","Another Production,See more »,","$50,000",
1050,Wo ruhua si yu de erzi,(2009), Drama            ,4.6,59,Zi'en Cui,"Junrui Wang,Wei-Ming Wang,Bo Yu,|,See full cast & crew,",China,"Cuizi DV Studio,Milimitel Film,See more »,",,
1051,Liberated 2,(2004), Drama            ,6.5,43,Mac Alejandre,"Diana Zubiri,Francine Prieto,Christian Vasquez,|,See full cast & crew,",Philippines,"Seiko Films,See more »,",,
1052,Misconceptions,(2008)," Comedy, Drama            ",4.8,202,Ron Satlof,"Elliot Swift,David Sutcliffe,A.J. Cook,|,See full cast & crew,",USA,"Cineglobe Productions,Lineage Pictures,Misconceptions Productions,See more »,","$1,600,000","$6,103,"
1053,Bezva zenská na krku,(2016)," Comedy, Romance            ",6.3,182,Tomas Hoffman,"Petra Hrebícková,Ondrej Vetchý,Miroslav Táborský,|,See full cast & crew,",Czech Republic,"CinemArt,Infinity Prague,See more »,",,
1054,Strákarnir okkar,(2005)," Comedy, Drama, Romance            ",5.1,887,Róbert I. Douglas,"Björn Hlynur Haraldsson,Helgi Björnsson,Arnmundur Ernst Björnsson,|,See full cast & crew,","Iceland,Finland,UK","The Icelandic Filmcompany,Solar Films,Film and Music Entertainment (F&ME),See more »,","€1,500,000","$1,302,"
1055,Boys Life 3,(2000)," Drama, Romance            ",6.3,281,,"Cléo Delacruz,Aurélien Bianco,Jean-Marc Delacruz,|,See full cast & crew,","France,USA","Haut et Court,Procirep,Strand Releasing,See more »,",,"$208,076,"
1056,Fit,(I) (2010)," Drama, Romance            ",6.3,435,Rikki Beadle Blair,"Duncan MacInnes,Ludvig Bonin,Sasha Frost,|,See full cast & crew,",UK,"Team Angelica,See more »,",,
1057,Reine Geschmacksache,(2007)," Comedy, Romance            ",6.7,"1,050",Ingo Rasper,"Edgar Selge,Florian Bartholomäi,Roman Knizka,|,See full cast & crew,",Germany,"Knudsen & Streuber Filmproduktion,Südwestrundfunk (SWR),noir film GmbH & Co. KG,See more »,","€800,000",
1058,Twink,(2014), Drama            ,4.5,55,,,UK,"J.I. Productions,See more »,",£20,
1059,Slutty Summer,(2004)," Comedy, Drama, Romance            ",5.1,820,Casper Andreas,"Casper Andreas,Christos Klapsis,Virginia Bryan,|,See full cast & crew,",USA,"Embrem Entertainment,Betur Films,Hot Summer Productions,See more »,",,
1060,The Art of Being Straight,(2008)," Comedy, Drama, Romance            ",4.9,597,Jesse Rosen,"Jesse Janzen,Tyler Jenich,Bryan McGowan,|,See full cast & crew,",USA,"Great Graffiti Films,Malvern Productions,Squarenone Cinema,See more »,",,"$10,382,"
1061,The Dark Place,(2014)," Mystery, Thriller            ",4.6,243,Jody Wheeler,"Blaise Godbe Lipman,Timo Descamps,Sean Paul Lockhart,|,See full cast & crew,",USA,"Blue Seraph Productions,See more »,",,
