,name,year,genre,rate,voter,director,star,country,company,budget,gross
1905,Blubberella,(2011)," Action, Comedy            ",2.4,"2,225",Uwe Boll,"Lindsay Hollister,Brendan Fletcher,Michael Paré,|,See full cast & crew,","Germany,Canada","Event Film Distribution,See more »,",,
1906,Buying the Cow,(2002)," Comedy, Romance            ",5.9,"6,254",Walt Becker,"Jerry O'Connell,Bill Bellamy,Bridgette Wilson-Sampras,|,See full cast & crew,",USA,"Destination Films,See more »,",,
1907,Einayim Petukhoth,(2009)," Drama, Romance            ",7.3,"5,613",Haim Tabakman,"Zohar Shtrauss,Ran Danker,Tinkerbell,|,See full cast & crew,","Israel,Germany,France","Pimpa Film Productions,Riva Filmproduktion,Totally,See more »,",,"$24,708,"
1908,Major Movie Star,(2008)," Adventure, Comedy, Drama            ",4.3,"3,692",Steve Miner,"Jessica Simpson,Vivica A. Fox,Steve Guttenberg,|,See full cast & crew,",USA,"BenderSpink,DiNovi Pictures,Emmett/Furla/Oasis Films (EFO Films),See more »,","$30,000,000",
1909,O Fantasma,(2000), Drama            ,5.7,"2,615",João Pedro Rodrigues,"Ricardo Meneses,Beatriz Torcato,Andre Barbosa,|,See full cast & crew,",Portugal,"Rosa Filmes,Radiotelevisão Portuguesa (RTP),Instituto do Cinema, Audiovisual e Multimédia (ICAM),See more »,",,"$125,651,"
1910,Tees Maar Khan,(2010)," Comedy, Crime            ",2.5,"9,799",Farah Khan,"Akshay Kumar,Katrina Kaif,Akshaye Khanna,|,See full cast & crew,",India,"Hari Om Entertainment Company,Three's Company Production,UTV Motion Pictures,See more »,","$4,200,000","$1,076,266,"
1911,José,(II) (2018), Drama            ,7.7,72,Li Cheng,"Enrique Salanic,Manolo Herrera,Ana Cecilia Mota,|,See full cast & crew,","Guatemala,USA","YQstudio LLC,See more »,",,
1912,Le fate ignoranti,(2001)," Drama, Romance            ",7.4,"7,798",Ferzan Ozpetek,"Margherita Buy,Stefano Accorsi,Serra Yilmaz,|,See full cast & crew,","Italy,France","R&C Produzioni,Films Balenciaga, Les,Films Balenciaga, Les,See more »,",,"$215,339,"
1913,Back Soon,(2007)," Drama, Romance            ",5.4,723,Rob Williams,"Windham Beacham,Matthew Montgomery,Maggie McCollester,|,See full cast & crew,",USA,"Guest House Films,See more »,",,
1914,Match,(2014)," Comedy, Drama            ",6.7,"1,919",Stephen Belber,"Patrick Stewart,Carla Gugino,Matthew Lillard,|,See full cast & crew,",USA,"Permut Presentations,Sentinel Pictures,Tilted Windmill Productions,See more »,",,"$28,041,"
1915,KickOff,(2011)," Comedy, Drama, Sport            ",5.2,421,Rikki Beadle Blair,"Duncan MacInnes,Ian Sharp,Kyle Treslove,|,See full cast & crew,",UK,"Achilles Entertainments,Sharp House,Team Angelica,See more »,",,
1916,Yossi & Jagger,(2002)," Drama, Romance, War            ",7.2,"6,255",Eytan Fox,"Ohad Knoller,Yehuda Levi,Assi Cohen,|,See full cast & crew,",Israel,"Lama Films,Israel Cable Programming (ICP),Lama Productions,See more »,",,
1917,Les infidèles,(2012), Comedy            ,5.3,"7,188",,"Jean Dujardin,Gilles Lellouche,Géraldine Nakache,|,See full cast & crew,",France,"JD Prod,Black Dynamite Films,Mars Films,See more »,",,"$6,674,"
1918,1:54,(2016)," Drama, Sport            ",6.6,"1,024",Yan England,"Antoine Olivier Pilon,Sophie Nélisse,Lou-Pascal Tremblay,|,See full cast & crew,",Canada,"Cinémaginaire Inc.,Les Films Séville,Telefilm Canada,See more »,",,
1919,Eating Out: Drama Camp,(2011), Comedy            ,5.4,"2,105",Q. Allan Brocka,"Chris Salvatore,Daniel Skelton,Aaron Milo,|,See full cast & crew,",USA,"Ariztical Entertainment,EOSS Productions,See more »,",,
1920,Mambo Italiano,(2003)," Comedy, Drama, Romance            ",6.7,"5,987",Émile Gaudreault,"Luke Kirby,Peter Miller,Ginette Reno,|,See full cast & crew,",Canada,"Cinémaginaire Inc.,Equinoxe Films,The Harold Greenberg Fund,See more »,","CAD 5,000,000","$6,239,558,"
1921,Longhorns,(2011)," Comedy, Drama, Romance            ",5.5,"1,240",David Lewis,"Jacob Newton,Derek Efrain Villanueva,Dylan Vox,|,See full cast & crew,",USA,"Morning View Films,See more »,",,
1922,Pit Stop,(2013)," Drama, Romance            ",6.0,"1,273",Yen Tan,"Bailey Bass,Marcus DeAnda,Yesenia Garcia,|,See full cast & crew,",USA,"Vilcek Foundation,Mile Marker Film,See more »,",,
1923,Ssang-hwa-jeom,(2008)," Drama, History, Romance            ",7.2,"3,149",Ha Yoo,"In-sung Jo,Jin-mo Ju,Ji-Hyo Song,|,See full cast & crew,",South Korea,"Opus Pictures,Universal Pictures,See more »,","$10,000,000",
1924,Keep the Lights On,(2012)," Drama, Romance            ",6.3,"4,847",Ira Sachs,"Thure Lindhardt,Zachary Booth,Julianne Nicholson,|,See full cast & crew,",USA,"Alarum Pictures,Parts and Labor,Tiny Dancer Films,See more »,",,"$245,138,"
1925,Next Stop Wonderland,(1998)," Comedy, Drama, Romance            ",6.7,"4,414",Brad Anderson,"Hope Davis,Alan Gelfant,Philip Seymour Hoffman,|,See full cast & crew,",USA,"Robbins Entertainment,See more »,","$1,000,000","$3,386,698,"
1926,Were the World Mine,(2008)," Adventure, Comedy, Fantasy            ",7.0,"4,880",Tom Gustafson,"Tanner Cohen,Wendy Robie,Judy McLane,|,See full cast & crew,",USA,"SPEAKproductions,The Group Entertainment,See more »,",,"$119,563,"
1927,Town & Country,(2001)," Comedy, Romance            ",4.4,"4,421",Peter Chelsom,"Warren Beatty,Diane Keaton,Nastassja Kinski,|,See full cast & crew,",USA,"New Line Cinema,Sidney Kimmel Entertainment,FR Production,See more »,","$90,000,000","$6,719,973"
1928,M/M,(2018)," Drama, Mystery, Thriller            ",5.3,76,Drew Lint,"Antoine Lahaie,Nicolas Maxim Endlicher,Nina Kettiger,|,See full cast & crew,","Germany,Canada",,"CAD 75,000",
1929,Unconditional Love,(2002)," Comedy, Drama, Musical            ",6.9,"3,322",P.J. Hogan,"Kathy Bates,Rupert Everett,Jonathan Pryce,|,See full cast & crew,",USA,"Avery Pix,See more »,",,
1930,Bernard and Doris,(2006)," Biography, Comedy, Drama            ",6.6,"3,280",Bob Balaban,"Susan Sarandon,Ralph Fiennes,Peter Asher,|,See full cast & crew,","USA,UK","Trigger Street Independent,Little Bird Productions,Burnside Entertainment,See more »,",,
1931,Steel,(I) (2015)," Drama, Mystery, Romance            ",5.6,488,Sven J. Matten,"Chad Connell,David Cameron,Mimi Kuzyk,|,See full cast & crew,","Canada,Germany","DuMatt Entertainment,Paradigma Entertainment,See more »,",,
1932,Quinceañera,(2006), Drama            ,7.1,"3,878",,"Emily Rios,Jesse Garcia,Chalo González,|,See full cast & crew,",USA,"Cinetic Media,Kitchen Sink Entertainment LLC,See more »,","$400,000","$1,689,999,"
1933,Dræberne fra Nibe,(2017)," Comedy, Crime, Drama            ",5.3,"1,368",Ole Bornedal,"Nicolas Bro,Ulrich Thomsen,Mia Lyhne,|,See full cast & crew,",Denmark,"Miso Film,4Fiction,Nordisk Film,See more »,",,
1934,Woo,(1998)," Comedy, Romance            ",3.9,"1,638",Daisy von Scherler Mayer,"Jada Pinkett Smith,Tommy Davidson,Duane Martin,|,See full cast & crew,",USA,"Gotham Entertainment Group,New Deal Productions,See more »,","$13,000,000","$8,026,971,"
1935,Ellie Parker,(2005)," Comedy, Drama            ",5.7,"4,277",Scott Coffey,"Naomi Watts,Jennifer Syme,Greg Freitas,|,See full cast & crew,",USA,"Strand Releasing,Kailua Productions,See more »,",,"$34,410"
1936,La virgen de los sicarios,(2000)," Crime, Drama, Romance            ",6.9,"3,512",Barbet Schroeder,"Germán Jaramillo,Anderson Ballesteros,Juan David Restrepo,|,See full cast & crew,","Spain,France,Colombia","Canal+,Les Films du Losange,Proyecto Tucan,See more »,",,"$525,330"
1937,I Hate Valentine's Day,(2009)," Comedy, Romance            ",4.7,"7,682",Nia Vardalos,"Nia Vardalos,John Corbett,Judah Friedlander,|,See full cast & crew,",USA,"Blue Star Pictures,I Hate Vday Productions,ICB Entertainment Finance,See more »,","$3,000,000","$10,060,"
1938,Shared Rooms,(2016)," Comedy, Drama, Romance            ",5.1,325,Rob Williams,"Daniel Lipshutz,Alex Neil Miller,Enzo Nova,|,See full cast & crew,",USA,"Guest House Films,See more »,",,
1939,Lazy Eye,(2016)," Comedy, Drama, Romance            ",6.2,"1,145",Tim Kirkman,"Drew Barr,Lucas Near-Verbrugghe,Michaela Watkins,|,See full cast & crew,",USA,"T42 Entertainment,Sugarloaf Productions,Shawn & John Productions,See more »,",,
1940,Is It Just Me?,(2010)," Comedy, Romance            ",6.0,"2,510",J.C. Calciano,"Nicholas Downs,David Loren,Adam Huss,|,See full cast & crew,",USA,"Cinema 175,Whitestone Acquisitions,See more »,",,
1941,Ausente,(2011)," Drama, Romance, Thriller            ",6.2,"1,994",Marco Berger,"Carlos Echevarría,Javier De Pietro,Antonella Costa,|,See full cast & crew,",Argentina,"Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Oh My Gomez! Films,See more »,",,
1942,The City of Your Final Destination,(2009)," Drama, Romance            ",6.4,"2,595",James Ivory,"Omar Metwally,Anthony Hopkins,Charlotte Gainsbourg,|,See full cast & crew,",USA,"Hyde Park International,Merchant Ivory Productions,See more »,","$8,300,000",
1943,Beefcake,(1998), Drama            ,6.8,894,Thom Fitzgerald,"Daniel MacIvor,Joshua Peace,Jack Griffin Mazeika,|,See full cast & crew,","Canada,UK,France","Alliance Independent Films,Channel Four Films,Emotion Pictures,See more »,",,"$275,996,"
1944,The Mudge Boy,(2003)," Crime, Drama, Romance            ",7.2,"3,909",Michael Burke,"Emile Hirsch,Richard Jenkins,Tom Guiry,|,See full cast & crew,",USA,"First Cold Press Productions,Showtime Pictures,See more »,","$800,000",
1945,Plan B,(I) (2009)," Comedy, Drama, Romance            ",7.0,"3,515",Marco Berger,"Manuel Vignau,Lucas Ferraro,Mercedes Quinteros,|,See full cast & crew,",Argentina,"Rendez-vous Pictures,Oh My Gomez! Films,Brainjaus Producciones,See more »,",,
1946,Bonobo,(I) (2014)," Comedy, Drama            ",5.6,310,Matthew Hammett Knott,"James Norton,Will Tudor,Tessa Peake-Jones,|,See full cast & crew,",UK,"Fable Films,See more »,",,
1947,Chuck & Buck,(2000)," Comedy, Drama            ",6.6,"4,925",Miguel Arteta,"Mike White,Chris Weitz,Lupe Ontiveros,|,See full cast & crew,",USA,"Artisan Entertainment,Blow Up Pictures,Flan de Coco Films,See more »,","$250,000","$1,050,600,"
1948,Bad Boy Street,(2012)," Drama, Romance            ",6.1,961,Todd Verow,"Yann de Monterno,Florence d'Azémar,Kevin Miranda,|,See full cast & crew,",USA,"Bangor Films,See more »,",,
1949,Division III: Football's Finest,(2011)," Comedy, Romance, Sport            ",5.6,"1,396",Marshall Cook,"Andy Dick,Marshall Cook,Michael Jace,|,See full cast & crew,",USA,"Convoy Entertainment,Pollywog Entertainment,See more »,",,
1950,eCupid,(2011), Romance            ,5.2,"1,974",J.C. Calciano,"Houston Rhines,Noah Schuffman,Matt Lewis,|,See full cast & crew,",USA,"Cinema 175,See more »,",,
1951,Downriver,(2015), Drama            ,6.4,376,Grant Scicluna,"Reef Ireland,Kerry Fox,Robert Taylor,|,See full cast & crew,",Australia,"Happening Films,Screen Australia,See more »,",,
1952,Elling,(2001)," Comedy, Drama            ",7.6,"13,243",Petter Næss,"Per Christian Ellefsen,Sven Nordin,Marit Pia Jacobsen,|,See full cast & crew,",Norway,"Maipo Film,See more »,","NOK 15,500,000","$313,436,"
1953,20 ans d'écart,(2013)," Comedy, Romance            ",6.4,"7,677",David Moreau,"Virginie Efira,Pierre Niney,Charles Berling,|,See full cast & crew,",France,"Echo Films,EuropaCorp,TF1 Films Production,See more »,",,
1954,Strapped,(2010)," Drama, Romance            ",6.8,"2,258",Joseph Graham,"Benjamin Bonenfant,Nick Frangione,Artem Mishin,|,See full cast & crew,",USA,"AltarBoy Productions,See more »,","$65,000",
1955,Ira & Abby,(2006)," Comedy, Romance            ",6.5,"2,073",Robert Cary,"Jennifer Westfeldt,Chris Messina,Jason Alexander,|,See full cast & crew,",USA,"Breakout Pictures,Team Todd,See more »,","$3,500,000","$220,234,"
1956,Grande école,(2004)," Drama, Romance            ",5.5,"2,063",Robert Salis,"Grégori Baquet,Alice Taglioni,Jocelyn Quivrin,|,See full cast & crew,",France,"Ognon Pictures,France 2 Cinéma,Eden Films,See more »,",,
1957,Sud pralad,(2004)," Drama, Fantasy, Romance            ",7.3,"4,270",Apichatpong Weerasethakul,"Banlop Lomnoi,Sakda Kaewbuadee,Huai Dessom,|,See full cast & crew,","Thailand,France,Germany,Italy","Backup Media,Anna Sanders Films,Downtown Pictures,See more »,",,
1958,"Happy, Texas",(1999)," Comedy, Crime, Romance            ",6.3,"9,153",Mark Illsley,"Jeremy Northam,Steve Zahn,William H. Macy,|,See full cast & crew,",USA,"Marked Entertainment,Miramax,See more »,","$1,700,000","$1,943,649,"
1959,Kids in America,(2005), Comedy            ,5.9,"2,518",Josh Stolberg,"Gregory Smith,Julie Bowen,Malik Yoba,|,See full cast & crew,",USA,"Kids in America LLC,See more »,","$750,000","$537,667"
1960,Das Sommerhaus,(2014), Drama            ,6.0,230,Curtis Burz,"Sten Jacobs,Anna Altmann,Jaspar Fuld,|,See full cast & crew,",Germany,"Focusing Films,See more »,",,
1961,Elliot Loves,(2012)," Comedy, Romance            ",6.2,442,Terracino,"Alfredo Narciso,Antoni Porowski,Elena Goode,|,See full cast & crew,",USA,"Papi Chulo,See more »,","$77,000",
1962,Beautiful Something,(2015)," Drama, Romance            ",6.2,540,Joseph Graham,"Brian Sheppard,Zack Ryan,Colman Domingo,|,See full cast & crew,",USA,"Reel Goode Productions,AltarBoy Productions,Sun House Films,See more »,","$400,000",
1963,"Patrik 1,5",(2008)," Comedy, Drama, Romance            ",6.9,"8,436",Ella Lemhagen,"Gustaf Skarsgård,Torkel Petersson,Tom Ljungman,|,See full cast & crew,",Sweden,"Film i Väst,Sonet Film,Sveriges Television (SVT),See more »,",,"$56,299,"
1964,The People I've Slept With,(2012), Comedy            ,5.0,613,Quentin Lee,"Karin Anna Cheung,Wilson Cruz,Archie Kao,|,See full cast & crew,",USA,"Margin Films,408 Films,See more »,","$3,000,000",
1965,Morgan,(2012)," Drama, Romance            ",6.8,"1,184",Michael D. Akers,"Leo Minaya,Jack Kesy,Darra Like Dat Boyd,|,See full cast & crew,",USA,"United Gay Network,See more »,",,
1966,Last Night,(I) (1998)," Comedy, Drama, Romance            ",7.3,"8,721",Don McKellar,"Don McKellar,Sandra Oh,Roberta Maxwell,|,See full cast & crew,","Canada,France","Rhombus Media,Téléfilm Canada,La Sept-Arte,See more »,","$2,000,000",
1967,"Getting Go, the Go Doc Project",(2013)," Drama, Romance            ",7.1,"2,169",Cory Krueckeberg,"Tanner Cohen,Matthew Camp,Ramon O. Torres,|,See full cast & crew,",USA,"SPEAKproductions,See more »,",,
1968,American Swing,(2008), Documentary            ,6.2,548,,"Bryce Britton,Irwin Corey,William Davidson,|,See full cast & crew,",USA,"HDNet Films,See more »,","$500,000","$28,562,"
1969,Another Gay Sequel: Gays Gone Wild!,(2008)," Comedy, Romance            ",4.0,"2,780",Todd Stephens,"Jonah Blechman,Jake Mosser,Aaron Michael Davies,|,See full cast & crew,","USA,Germany","Luna Pictures,PRO-FUN media Filmverleih,Caveat Films,See more »,",,"$104,020,"
1970,Private Romeo,(2011)," Drama, Romance            ",5.8,"1,900",Alan Brown,"Hale Appleman,Charlie Barnett,Adam Barrie,|,See full cast & crew,",USA,,,
1971,Cut Snake,(2014), Thriller            ,5.9,"1,095",Tony Ayres,"Sullivan Stapleton,Alex Russell,Jessica De Gouw,|,See full cast & crew,",Australia,"Matchbox Pictures,Retro Active Films,Tycho Productions,See more »,",,"$1,625,"
1972,Interior. Leather Bar.,(2013), Documentary            ,5.1,"2,199",,"Val Lauren,Christian Patrick,James Franco,|,See full cast & crew,",USA,"RabbitBandini Productions,See more »,",,"$40,862,"
1973,L'amour flou,(2018), Comedy            ,6.6,72,,"Romane Bohringer,Philippe Rebbot,Rose Rebbot-Bohringer,|,See full cast & crew,",France,"Escazal Films,Centre National de la Cinématographie (CNC),See more »,",,
1974,Caffeine,(2006), Comedy            ,5.6,"2,464",John Cosgrove,"Marsha Thomason,Mena Suvari,Callum Blue,|,See full cast & crew,",USA,"Steaming Hot Coffee LLC,See more »,","$5,000,000",
1975,People You May Know,(II) (2016)," Comedy, Drama            ",5.7,571,J.C. Falcón,"Sean Maher,Andrea Grano,Mark Cirillo,|,See full cast & crew,","USA,Spain","La Panda,Pony Films,See more »,",,
1976,The Motel Life,(2012)," Animation, Drama, Mystery            ",6.0,"3,234",,"Emile Hirsch,Stephen Dorff,Doc Divecchio,|,See full cast & crew,",USA,"Polsky Films,See more »,",,
1977,Eastern Boys,(2013)," Crime, Drama, Romance            ",6.9,"2,743",Robin Campillo,"Olivier Rabourdin,Kirill Emelyanov,Daniil Vorobyov,|,See full cast & crew,",France,"Les Films de Pierre,Centre National de la Cinématographie (CNC),Canal+,See more »,","€2,300,000","$16,173,"
1978,Contracorriente,(2009)," Drama, Romance            ",7.7,"5,811",Javier Fuentes-León,"Cristian Mercado,Tatiana Astengo,Manolo Cardona,|,See full cast & crew,","Peru,Colombia,France,Germany","Elcalvo Films,Dynamo,La Cinéfacture,See more »,",,
1979,The Trip,(2002)," Comedy, Drama, Romance            ",7.0,"3,522",Miles Swain,"Larry Sullivan,Steve Braun,Ray Baker,|,See full cast & crew,",USA,"Falcon Lair Films,Queens Pictures,See more »,",,"$110,677,"
1980,House of Boys,(2009)," Drama, Music, Romance            ",6.6,991,Jean-Claude Schlim,"Loïc Peckels,Layke Anderson,Harry Ferrier,|,See full cast & crew,","Luxembourg,Germany","Delux Productions,Elsani Film,Moonstone Entertainment,See more »,",,
1981,He Loves Me,(2018), Drama            ,7.7,7,Konstantinos Menelaou,"Thanos Lekkas,Hermes Pittakos,Sanuye Shoteka,","Greece,UK",,,
1982,An fei ta ming,(2010)," Drama, Romance            ",5.5,752,Scud,"Byron Pang,Thomas Price,Winnie Leung,|,See full cast & crew,",Hong Kong,"Artwalker,See more »,",,
1983,Mulligans,(2008)," Drama, Romance            ",6.3,"2,491",Chip Hale,"Dan Payne,Thea Gill,Charlie David,|,See full cast & crew,",Canada,"Border2Border Entertainment,Union of B.C. Performers,British Columbia Film,See more »,","CAD 800,000",
1984,Strapped for Danger,(2017), Comedy            ,7.2,49,Richard Griffin,"Anthony Gaudette,Diego Guevara,Dan Mauro,|,See full cast & crew,",USA,"Scorpio Film Releasing,See more »,","$25,000",
1985,Someday This Pain Will Be Useful to You,(2011), Drama            ,5.8,"2,370",Roberto Faenza,"Toby Regbo,Marcia Gay Harden,Peter Gallagher,|,See full cast & crew,","Italy,USA","Jean Vigo Italia,Rai Cinema,Four of a Kind Productions,See more »,","$8,000,000",
1986,Eisenstein in Guanajuato,(2015)," Biography, Comedy, Drama            ",6.3,"2,178",Peter Greenaway,"Elmer Bäck,Luis Alberti,Maya Zapata,|,See full cast & crew,","Netherlands,Belgium,Finland,Mexico,France","Submarine,Fu Works,Paloma Negra Films,See more »,","€2,472,000","$34,282,"
1987,Evil Aliens,(2005)," Comedy, Horror, Sci-Fi            ",5.4,"5,339",Jake West,"Emily Booth,Jamie Honeybourne,Sam Butler,|,See full cast & crew,",UK,"Falcon Media Limited,See more »,","$1,800,000",
1988,Órói,(2010)," Drama, Romance            ",6.8,"1,341",Baldvin Zophoníasson,"Atli Oskar Fjalarsson,Ilva Holmes,Gísli Örn Garðarsson,|,See full cast & crew,",Iceland,"The Icelandic Filmcompany,See more »,","$2,000,000",
1989,BearCity,(2010)," Comedy, Romance            ",6.0,"1,274",Douglas Langway,"Alex Di Dio,Kevin E. Smith,Joe Conti,|,See full cast & crew,",USA,"BearCity Limits,See more »,",,"$5,980,"
1990,The Last Straight Man,(2014)," Comedy, Drama, Romance            ",6.1,554,Mark Bessenger,"Mark Cirillo,Scott Sell,David Alanson Bradberry,|,See full cast & crew,",USA,"Thrillsville Productions,See more »,",,
1991,The Fluffer,(2001)," Drama, Comedy, Romance            ",5.7,"2,601",,"Scott Gurney,Michael Cunio,Roxanne Day,|,See full cast & crew,",USA,"Fluff and Fold LLC,See more »,",,"$563,373,"
1992,The Formula,(2014)," Comedy, Romance            ",2.7,666,,"Brandon Baker,Mike Schminke,Sasha Jackson,|,See full cast & crew,",USA,"Backrow Studios,See more »,",,
1993,ZMD: Zombies of Mass Destruction,(2009)," Comedy, Horror, Sci-Fi            ",5.1,"3,857",Kevin Hamedani,"Janette Armand,Doug Fahl,Cooper Hopkins,|,See full cast & crew,",USA,"Typecast Pictures,See more »,","$500,000",
1994,Die Stropers,(2018), Drama            ,5.5,86,Etienne Kallos,"Danny Keogh,Benré Labuschagne,Alex van Dyk,|,See full cast & crew,","South Africa,France,Greece,Poland","Cinémadefacto,Spier Films,Heretic,See more »,",,
1995,Shablulim BaGeshem,(2013)," Drama, Romance            ",6.1,"1,625",Yariv Mozer,"Yoav Reuveni,Yehuda Nahari,Yariv Mozer,|,See full cast & crew,",Israel,"FishCorb Films,Mozer Films,Rabinovich Film Fund Cinema Project,See more »,","ILS 1,000,000",
1996,The Revival,(2017)," Drama, Romance            ",5.2,245,Jennifer Gerber,"Zachary Booth,David Carl,Stephen Ellis,|,See full cast & crew,",USA,,,
1997,Cuerpo de élite,(2016)," Action, Comedy            ",4.6,"1,413",Joaquín Mazón,"María León,Miki Esparbé,Jordi Sánchez,|,See full cast & crew,",Spain,"Mod Producciones,Kowalski Films,Atresmedia Cine,See more »,","€4,500,000",
1998,Comme un frère,(2005)," Drama, Romance            ",5.2,868,,"Benoît Delière,Johnny Amaro,Thibault Boucaux,|,See full cast & crew,",France,"Eklipse Vidéo,See more »,",,
1999,Teenage Kicks,(2016), Drama            ,6.6,493,Craig Boreham,"Miles Szanto,Daniel Webber,Anni Finsterer,|,See full cast & crew,",Australia,"Azure Productions,See more »,",,
2000,Any Day Now,(I) (2012), Drama            ,7.5,"5,357",Travis Fine,"Alan Cumming,Garret Dillahunt,Isaac Leyva,|,See full cast & crew,",USA,"PFM Pictures,See more »,",,"$200,002,"
2001,"Kiss Me, Kill Me",(2015)," Crime, Mystery, Thriller            ",4.7,203,Casper Andreas,"Van Hansis,Gale Harold,Brianna Brown,|,See full cast & crew,",USA,"Spellbound Productions,See more »,",,
2002,Fashion,(2008), Drama            ,7.0,"10,663",Madhur Bhandarkar,"Priyanka Chopra,Kangana Ranaut,Mugdha Godse,|,See full cast & crew,",India,"Bhandarkar Entertainment,Grassroots Productions,UTV Motion Pictures,See more »,",,"$191,442,"
2003,Catch Hell,(2014)," Crime, Drama, Thriller            ",5.5,"2,424",Ryan Phillippe,"Ryan Phillippe,Ian Barford,Stephen Louis Grush,|,See full cast & crew,",USA,"PalmStar Media,Twisted Pictures,See more »,","$2,500,000",
2004,Java Heat,(2013)," Action, Crime, Drama            ",5.2,"4,444",Conor Allyn,"Kellan Lutz,Verdi Solaiman,Mickey Rourke,|,See full cast & crew,",USA,"Margate House Films,Margate House,See more »,","$15,000,000",
2005,Muerte en Buenos Aires,(2014)," Crime, Drama, Mystery            ",5.5,"1,260",Natalia Meta,"Mónica Antonópulos,Hugo Arana,Fabián Arenillas,|,See full cast & crew,",Argentina,,"$26,000,000",
2006,Live!,(2007), Drama            ,5.9,"4,646",Bill Guttentag,"Eva Mendes,David Krumholtz,Rob Brown,|,See full cast & crew,",USA,"Atlas Entertainment,Mosaic Media Group,See more »,",,
2007,Lilting,(2014)," Drama, Romance            ",7.2,"5,206",Hong Khaou,"Pei-Pei Cheng,Ben Whishaw,Andrew Leung,|,See full cast & crew,",UK,"London Film Productions,Lilting Production,Microwave,See more »,",,"$21,068,"
2008,C.O.G.,(2013)," Comedy, Drama            ",5.6,"3,332",Kyle Patrick Alvarez,"Jonathan Groff,Denis O'Hare,Corey Stoll,|,See full cast & crew,",USA,"Forty Second Productions,Rhino Films,See more »,",,"$55,301,"
2009,Suffering Man's Charity,(2007)," Comedy, Horror            ",4.8,750,Alan Cumming,"Alan Cumming,Alison Guh,David Boreanaz,|,See full cast & crew,",USA,"NOW Productions,Zuckerman Entertainment,Anacol Productions Inc.,See more »,","$3,000,000",
2010,My Brother the Devil,(2012)," Crime, Drama, Romance            ",6.6,"2,845",Sally El Hosaini,"James Floyd,Elarica Johnson,Fady Elsayed,|,See full cast & crew,",UK,"Rooks Nest Entertainment,Wild Horses Film Company,Film-Clinic,See more »,",,"$10,305,"
2011,Xenia,(2014)," Drama, Romance            ",6.7,"3,052",Panos H. Koutras,"Kostas Nikouli,Nikos Gelia,Yannis Stankoglou,|,See full cast & crew,","Greece,France,Belgium","100% Synthetic Films,Wrong Men,Movie Partners In Motion Film,See more »,","€1,500","$3,181,"
2012,Beira-Mar,(2015)," Drama, Romance            ",5.7,"1,857",,"Mateus Almada,Maurício Barcellos,Elisa Brittes,|,See full cast & crew,",Brazil,"Avante Filmes,See more »,",,
2013,Naked As We Came,(2012), Drama            ,6.2,"1,367",Richard LeMay,"Ben Weaver,Karmine Alers,S. Lue McWilliams,|,See full cast & crew,",USA,"Garden House Entertainment,Soap Productions,See more »,",,
2014,Beware the Gonzo,(2010)," Comedy, Drama, Romance            ",6.4,"1,465",Bryan Goluboff,"Ezra Miller,Zoë Kravitz,Griffin Newman,|,See full cast & crew,",USA,"Corner Store Entertainment,See more »,",,
2015,Hazlo Como Hombre,(2017), Comedy            ,5.6,910,Nicolás López,"Mauricio Ochmann,Alfonso Dosal,Humberto Busto,|,See full cast & crew,","Chile,Mexico","Sobras International Pictures,A Toda Madre Entertainment,Bh5,See more »,",,"$2,534,252,"
2016,Mannen som elsket Yngve,(2008)," Comedy, Drama, Music            ",7.0,"4,040",Stian Kristiansen,"Rolf Kristian Larsen,Arthur Berning,Ida Elise Broch,|,See full cast & crew,",Norway,"Motlys,See more »,",,
2017,Solo,(IV) (2013), Thriller            ,5.9,"1,262",Marcelo Briem Stamm,"Patricio Ramos,Mario Verón,Carlos Echevarría,|,See full cast & crew,",Argentina,"TLA Releasing,Artymánia,Swift Productions,See more »,","$30,000",
2018,La Mission,(2009), Drama            ,7.1,"1,629",Peter Bratt,"Benjamin Bratt,Alex Hernandez,Christopher Borgzinner,|,See full cast & crew,",USA,"5 Stick Films,See more »,","$3,000,000","$1,040,000,"
2019,Walk on Water,(2004)," Drama, Mystery, Thriller            ",7.4,"6,228",Eytan Fox,"Lior Ashkenazi,Knut Berger,Caroline Peters,|,See full cast & crew,","Israel,Sweden","Israeli Film Fund,Lama Films,Fond Européen Média,See more »,",,"$2,712,736,"
2020,Gohatto,(1999)," Drama, History, Thriller            ",6.9,"6,544",Nagisa Ôshima,"Takeshi Kitano,Ryûhei Matsuda,Shinji Takeda,|,See full cast & crew,","Japan,France,UK","Oshima Productions,Shôchiku Eiga,Kadokawa Shoten Publishing Co.,See more »,",,"$47,234,"
2021,Le goût des autres,(2000)," Comedy, Drama, Romance            ",7.3,"8,358",Agnès Jaoui,"Anne Alvaro,Jean-Pierre Bacri,Alain Chabat,|,See full cast & crew,",France,"Canal+,France 2 Cinéma,Les Films A4,See more »,",,"$635,282,"
2022,The Falls,(II) (2012)," Drama, Romance            ",6.4,"1,822",Jon Garcia,"Nick Ferrucci,Benjamin Farmer,Brian J. Saville Allard,|,See full cast & crew,",USA,"Lake Productions,See more »,",,
