,name,year,genre,rate,voter,director,star,country,company,budget,gross
748,Slutty Summer,(2004)," Comedy, Drama, Romance            ",5.1,820,Casper Andreas,"Casper Andreas,Christos Klapsis,Virginia Bryan,|,See full cast & crew,",USA,"Embrem Entertainment,Betur Films,Hot Summer Productions,See more »,",,
749,Alles auf Zucker!,(2004), Comedy            ,6.8,"2,574",Dani Levy,"Henry Hübchen,Hannelore Elsner,Udo Samel,|,See full cast & crew,",Germany,"X-Filme Creative Pool,Arte,Bayerischer Rundfunk (BR),See more »,",,"$86,553,"
750,The Art of Being Straight,(2008)," Comedy, Drama, Romance            ",4.9,597,Jesse Rosen,"Jesse Janzen,Tyler Jenich,Bryan McGowan,|,See full cast & crew,",USA,"Great Graffiti Films,Malvern Productions,Squarenone Cinema,See more »,",,"$10,382,"
751,Hell Mountain,(1998)," Action, Drama, Horror            ",3.8,197,Mike Rohl,"Nicole Nieth,Bentley Mitchum,Sarah Douglas,|,See full cast & crew,","Czech Republic,Canada","Canadian Film or Video Production Tax Credit (CPTC),North American Pictures,See more »,",,
752,Just One Time,(1999)," Comedy, Drama, Romance            ",6.3,661,Lane Janger,"Lane Janger,Joelle Carter,Guillermo Díaz,|,See full cast & crew,","Canada,USA","Alliance Atlantis Communications,Danger Filmworks,Code Red Film,See more »,",,"$23,374,"
753,First Time,(II) (2003)," Comedy, Romance, Drama            ",6.9,28,Lyle Sacris,"Jen Rosendahl,Gwen Garci,Myles Hernandez,|,See full cast & crew,",Philippines,"Furball,Viva Films,See more »,",,
754,Joe + Belle,(2011)," Comedy, Crime, Drama            ",4.9,262,Veronica Kedar,"Sivan Levy,Veronica Kedar,Romi Aboulafia,|,See full cast & crew,",Israel,,"ILS 110,000",
755,Falling Angels,(2003), Drama            ,6.8,982,Scott Smith,"Miranda Richardson,Kristin Adams,Monté Gagné,|,See full cast & crew,","Canada,France","Minds Eye Entertainment,Triptych Media,Wild Bunch,See more »,","CAD 4,300,000",
756,Sonja,(2006), Drama            ,6.1,289,Kirsi Liimatainen,"Sabrina Kruschwitz,Julia Kaufmann,Nadja Engel,|,See full cast & crew,",Germany,"Hochschule für Film und Fernsehen 'Konrad Wolf',Mitteldeutscher Rundfunk (MDR),See more »,",,
757,Men Not Allowed,(2006)," Drama, Romance            ",4.0,28,Shrey Srivastava,"Payal Rohatgi,Tina Mazumdar,Nassar Abdulla,|,See full cast & crew,",India,"Shri Vardan Pictures,See more »,",,
758,In Her Line of Fire,(2006)," Action, Drama            ",4.1,828,Brian Trenchard-Smith,"Mariel Hemingway,David Keith,David Millbern,|,See full cast & crew,","Germany,USA","ApolloProMovie & Co. 1. Filmproduktion,See more »,","$1,000,000","$884,"
759,Lautrec,(1998)," Biography, Comedy, Drama            ",6.7,493,Roger Planchon,"Régis Royer,Elsa Zylberstein,Anémone,|,See full cast & crew,","France,Spain","Les Films du Losange,StudioCanal,France 3 Cinéma,See more »,",,
760,Fremde Haut,(2005), Drama            ,7.1,977,Angelina Maccarone,"Jasmin Tabatabai,Navid Navid,Mossadegh Hamid,|,See full cast & crew,","Germany,Austria","MMM Film Zimmermann & Co.,Fischer Film,See more »,","€2,000,000","$3,025,"
761,The Girl,(2000)," Drama, Mystery, Romance            ",4.7,387,Sande Zeig,"Claire Keim,Agathe de La Boulaye,Cyril Lecomte,|,See full cast & crew,","USA,France","Dolly Hall Productions,Method Films,See more »,",,"$34,192,"
762,Chutney Popcorn,(1999)," Comedy, Drama            ",5.8,963,Nisha Ganatra,"Nisha Ganatra,Jill Hennessy,Sakina Jaffrey,|,See full cast & crew,",USA,"First Look International,Mata Productions Inc.,Tribeca Productions,See more »,",,
763,Diana Vreeland: The Eye Has to Travel,(2011)," Documentary, Biography            ",7.5,"1,261",,"Diana Vreeland,Richard Avedon,David Bailey,|,See full cast & crew,",USA,"Gloss Studio,See more »,",,"$1,004,821,"
764,Happy End?!,(2014)," Drama, Romance            ",4.8,161,Petra Clever,"Sinha Melina Gierke,Verena Wüstkamp,Madlen Kaniuth,|,See full cast & crew,","Germany,Netherlands","Sistas Inspiration,See more »,",,
765,Rara,(2016), Drama            ,6.4,539,Pepa San Martín,"Julia Lübbert,Emilia Ossandon,Mariana Loyola,|,See full cast & crew,","Chile,Argentina","Manufactura de Peliculas,Le Tiro Cine,See more »,",,
766,Mate-me por favor,(2015)," Drama, Thriller            ",6.3,406,Anita Rocha da Silveira,"Valentina Herszage,Dora Freind,Mariana Oliveira,|,See full cast & crew,","Brazil,Argentina","Bananeira Filmes,Fado Filmes,Rei Cine,See more »,",,
767,Jam,(I) (2006), Drama            ,5.9,314,Craig E. Serling,"Christopher Amitrano,Elizabeth Bogush,Dan Byrd,|,See full cast & crew,",USA,"Thanksgiving Films,Burnett Entertainment,Dartford Productions,See more »,",,
768,La cucina,(2007), Drama            ,4.8,280,,"Christina Hendricks,Joaquim de Almeida,Leisha Hailey,|,See full cast & crew,",USA,"Chianti Pictures,See more »,",,
769,L'amore è imperfetto,(2012)," Drama, Romance            ",4.6,189,Francesca Muci,"Anna Foglietta,Giulio Berruti,Camilla Filippi,|,See full cast & crew,",Italy,"R&C Produzioni,RAI Radiotelevisione Italiana,Rai Cinema,See more »,",,
770,Gigola,(2010), Drama            ,5.1,363,Laure Charpentier,"Lou Doillon,Eduardo Noriega,Marie Kremer,|,See full cast & crew,",France,"Marie-Amélie Productions,Action Côte d'Azur Production One,See more »,","$14,000,000",
771,Louise and her Lover,(2011)," Crime, Romance, Thriller            ",6.0,20,Ryan Balas,"Julia Porter Howe,Morgan Powell,Dee Herlihy,|,See full cast & crew,",USA,,,
772,Maskhead,(2009), Horror            ,3.7,216,,"Shelby Lyn Vogel,Danielle Inks,Daniel V. Klein,|,See full cast & crew,",USA,"Toe Tag Pictures,See more »,",,
773,She: Their Love Story,(2012), Drama            ,6.0,69,Sranya Noithai,"Penpak Sirikul,Kitchya Kaesuwan,Toroong Jarungkidanan,|,See full cast & crew,",Thailand,"Angel & Bear Productions,Filmoholics,See more »,","THB 15,000,000",
774,Net Worth,(2001)," Action, Adventure, Comedy            ",5.9,191,Kenny Griswold,"Todd Field,Craig Sheffer,Daniel Baldwin,|,See full cast & crew,",USA,,,
775,Les filles du botaniste,(2006)," Drama, Romance            ",6.7,"2,116",Sijie Dai,"Mylène Jampanoï,Xiaoran Li,Dong Fu Lin,|,See full cast & crew,","France,Canada","Fayolle et Sotela Films,EuropaCorp,Max Films Productions,See more »,","€5,300,000",
776,BlackMale,(2000), Thriller            ,4.6,341,,"Bokeem Woodbine,Roger Rees,Justin Pierce,|,See full cast & crew,",USA,"Circle Films,Force of Nature Filmworks,See more »,",,
777,Zorrita: Passion's Avenger,(2000)," Adventure, Comedy            ",3.8,59,Madison Monroe,"Shauna O'Brien,Nancy O'Brien,Venessa Blair,|,See full cast & crew,",USA,"Surrender Cinema,Twilight Movies,See more »,",,
778,Woundings,(1998)," Drama, Sci-Fi            ",4.1,301,Roberta Hanley,"Julie Cox,Sammi Davis,Emily Lloyd,|,See full cast & crew,",UK,"Cinequanon,Isle of Man Film Commission,Muse Productions,See more »,",,
779,The Coffee Shop,(2014)," Comedy, Romance            ",3.8,68,A.J. Mattioli,"Blanche Baker,Elissa Goldstein,Keith Collins,|,See full cast & crew,",USA,"Mattioli Productions,See more »,","$100,000",
780,By Hook or by Crook,(2001)," Crime, Drama, Romance            ",5.7,248,,"Silas Howard,Harry Dodge,Stanya Kahn,|,See full cast & crew,",USA,"Steakhaus Productions,NGB Productions,See more »,",,"$1,802,"
781,Promenons-nous dans les bois,(2000)," Horror, Thriller            ",4.2,"2,248",Lionel Delplanque,"Marie Trintignant,Suzanne MacAleese,Maud Buquet,|,See full cast & crew,",France,"Canal+,Centre National de la Cinématographie (CNC),Cofimage 11,See more »,",,"$56,119,"
782,Love: Yeu,(2015), Romance            ,7.4,55,Viet Max,"Phuong Bella,Pho Dac Biet,Huynh Dong,|,See full cast & crew,",Vietnam,"Early Risers Media Group,MVP Pictures,Yan,See more »,",,
783,La marche,(2013)," Comedy, Drama, History            ",5.9,318,Nabil Ben Yadir,"Olivier Gourmet,Tewfik Jallab,Vincent Rottiers,|,See full cast & crew,","France,Belgium","Chi-Fou-Mi Productions,EuropaCorp,France 3 Cinéma,See more »,",,
784,Satree lek,(2000)," Comedy, Drama, Sport            ",6.8,"1,236",Yongyoot Thongkongtoon,"Jesdaporn Pholdee,Sahaphap Tor,Ekachai Buranapanit,|,See full cast & crew,",Thailand,"Tai Entertainment,See more »,",,"$110,825,"
785,Treading Water,(2001), Drama            ,5.6,393,Lauren Himmelvo,"Angie Redman,Nina Landey,Annette Miller,|,See full cast & crew,",USA,"Tunnel Vision Productions,See more »,",,
786,Flag Wars,(2003), Documentary            ,7.0,194,,"Nina Masseria,Floyd Goode,Josephine Goode,|,See full cast & crew,",USA,"Zula/Pearl Films Inc.,Independent Television Service (ITVS),P.O.V./American Documentary,See more »,",,
787,The Night Caller,(1998), Thriller            ,5.3,342,Robert Malenfant,"Shanna Reed,Tracy Nelson,Mary Crosby,|,See full cast & crew,",USA,"Image Organization,See more »,",,
788,Aunt Rose,(2005), Horror            ,4.2,309,James Adam Tucker,"Joshua Nelson,Elizabeth Cooke,Velocity Chyaldd,|,See full cast & crew,",USA,"Savage Roses Productions,See more »,",,
789,Goldfish Memory,(2003)," Comedy, Drama            ",6.4,"1,615",Liz Gill,"Sean Campion,Flora Montgomery,Stuart Graham,|,See full cast & crew,",Ireland,"Goldfish Films,See more »,",,
790,No Strings Attached,(II) (2009), Romance            ,7.2,29,David Lassman,"Amy Cluff,Gerrad Bohl,Christopher Sugarman,|,See full cast & crew,",USA,"Aisha Media,See more »,",,
791,Hack!,(2007)," Comedy, Horror            ",4.0,"1,991",Matt Flynn,"Danica McKellar,Jay Kenneth Johnson,Juliet Landau,|,See full cast & crew,",USA,"Smithfield Street Productions,Autumn Entertainment,Autumn Film Company,See more »,","$2,000,000",
792,The Gay Bed and Breakfast of Terror,(2007)," Comedy, Horror            ",3.6,378,Jaymes Thompson,"Mari Marks,Michael Soldier,Georgia Jean,|,See full cast & crew,",USA,"MoDean Pictures,See more »,",,
793,La turbulence des fluides,(2002)," Comedy, Drama, Mystery            ",6.7,929,Manon Briand,"Pascale Bussières,Julie Gayet,Jean-Nicolas Verreault,|,See full cast & crew,","Canada,France","Max Films Productions,EuropaCorp,See more »,","€7,000,000",
794,Codependent Lesbian Space Alien Seeks Same,(2011)," Comedy, Romance, Sci-Fi            ",6.1,255,Madeleine Olnek,"Lisa Haas,Susan Ziegler,Jackie Monahan,|,See full cast & crew,",USA,,,
795,Dangerous Pleasures,(2001)," Mystery, Romance, Thriller            ",4.7,54,Madison Monroe,"Jacy Andrews,Collin Bernsen,Burke Morgan,|,See full cast & crew,",USA,"MRG Entertainment,See more »,",,
796,Tan de repente,(2002)," Comedy, Drama            ",6.4,778,Diego Lerman,"Tatiana Saphir,Carla Crespo,Veronica Hassan,|,See full cast & crew,","Argentina,Netherlands","Hubert Bals Fund,Lita Stantic Producciones,Nylon Cine,See more »,",,
797,A Perfect Fit,(2005)," Crime, Drama, Romance            ",5.3,390,Ron Brown,"Adrian Grenier,Polly Draper,Leila Arcieri,|,See full cast & crew,",USA,"Primary Process Productions,See more »,",,
798,Paragraph 175,(2000)," Documentary, History, Romance            ",7.9,"1,727",,"Rupert Everett,Klaus Müller,Karl Gorath,|,See full cast & crew,","UK,Germany,USA","Channel Four Films,Cinemax,HBO Theatrical Documentary,See more »,",,"$65,719,"
799,Frauensee,(2012), Drama            ,5.5,195,Zoltan Paul,"Nele Rosetz,Therese Hämer,Lea Draeger,|,See full cast & crew,",Germany,"Achtfeld,Next Film,See more »,",,
800,Rome & Juliet,(2006)," Drama, Romance            ",6.4,236,Connie Macatuno,"Andrea Del Rosario,Mylene Dizon,Rafael Rosell,|,See full cast & crew,",Philippines,"Cinema One Originals,I.O.U. One Productions,See more »,",,
801,Outing Riley,(2004), Comedy            ,6.4,665,Pete Jones,"Pete Jones,Nathan Fillion,Stoney Westmoreland,|,See full cast & crew,",USA,,"$700,000",
802,Portrait of a Serial Monogamist,(2015)," Comedy, Drama, Romance            ",4.5,134,,"Grace Lynn Kung,Robin Duke,Carolyn Taylor,|,See full cast & crew,",Canada,,,
803,AKA,(2002)," Drama, Romance            ",5.6,"1,129",Duncan Roy,"Matthew Leitch,Diana Quick,George Asprey,|,See full cast & crew,",UK,,,
804,Gen Silent,(2011)," Documentary, Biography, History            ",8.2,52,Stu Maddux,,USA,,,
805,Scarce,(2008)," Horror, Thriller            ",4.1,907,,"Steve Warren,Gary Fischer,Chris Warrilow,|,See full cast & crew,",Canada,"Bloodlife Films,Two Door Four Door Pictures,See more »,","$500,000",
806,On Edge,(2001)," Comedy, Romance, Sport            ",5.0,235,Karl Slovin,"Jason Alexander,Tai Babilonia,Andrew Bilgore,|,See full cast & crew,",USA,"Angel Ark Productions,Little Engine Productions,Toe-Pick Pictures,See more »,",,
807,Devils in Disguise,(2014)," Drama, Mystery, Thriller            ",5.7,19,Guillaume Campanacci,"Pilar Arias,Tad Brown,Guillaume Campanacci,|,See full cast & crew,",USA,,"$5,000",
808,La nouvelle Ève,(1999)," Comedy, Drama, Romance            ",6.1,499,Catherine Corsini,"Karin Viard,Pierre-Loup Rajot,Catherine Frot,|,See full cast & crew,","France,Portugal","Gemini Films,Arte France Cinéma,Canal+,See more »,",,
809,Between Two Women,(2004), Drama            ,6.1,345,Steven Woodcock,"Barbara Marten,Andrina Carroll,Andrew Dunn,|,See full cast & crew,",UK,"North Country Pictures Ltd.,See more »,",,
810,Edie & Thea: A Very Long Engagement,(2009)," Documentary, Drama, Romance            ",7.9,343,,"Thea Spyer,Edea Windsor,",USA,"Bless Bless Productions,SundanceTV,Graphic Pictures,See more »,",,
811,(A)sexual,(2011), Documentary            ,6.1,671,Angela Tucker,"Aliza,Antonia,Barb,|,See full cast & crew,",USA,,,
812,Meet Market,(2004)," Comedy, Romance            ",3.5,521,Charlie Loventhal,"Krista Allen,Elizabeth Berkley,Susan Egan,|,See full cast & crew,",USA,"Madcap Entertainment,See more »,",,
813,The Lost Son,(1999)," Crime, Drama, Romance            ",6.6,"1,312",Chris Menges,"Daniel Auteuil,Nastassja Kinski,Katrin Cartlidge,|,See full cast & crew,","UK,France,USA","Arts Council of England,Canal+,Channel Four Films,See more »,","$2,000,000",
814,After Tiller,(2013)," Documentary, Biography, Drama            ",7.5,958,,"George Tiller,Warren Hern,Leroy Carhart,|,See full cast & crew,",USA,"Code Red Pictures,Artemis Media Ventures,Belle Max Productions,See more »,",,"$66,300,"
815,Sanctuary; Quite a Conundrum,(2012)," Comedy, Horror, Thriller            ",5.4,148,Thomas L. Phillips,"Sasha Ramos,Erin Cline,Emily Rogers,|,See full cast & crew,",USA,"Gold Lion Films,T-Street Productions,See more »,","$200,000",
816,Out at the Wedding,(2007)," Comedy, Romance            ",6.2,724,Lee Friedlander,"Jerry Banks,Jill Bennett,Jamie Blake,|,See full cast & crew,",USA,"Goff-Kellam Productions,See more »,",,
817,According to Spencer,(2001)," Comedy, Drama, Romance            ",4.5,637,Shane Edelman,"Jesse Bradford,Mia Kirshner,David Krumholtz,|,See full cast & crew,","USA,Germany","Cinerenta Medienbeteiligungs KG,Cinerock KG,Dream Entertainment,See more »,",,
818,Almost Normal,(2005)," Comedy, Drama, Romance            ",5.5,"1,089",Marc Moody,"J. Andrew Keitch,Joan Lauckner,Tim Hammer,|,See full cast & crew,",USA,"Tenure Track Productions,See more »,",,
819,Post coitum,(2004), Comedy            ,4.2,346,Juraj Jakubisko,"Franco Nero,Eva Elsnerová,Richard Krajco,|,See full cast & crew,",Czech Republic,"J&J Jakubisko Film,See more »,",,
820,Wish Me Away,(2011)," Documentary, Biography, Music            ",7.5,324,,"Chely Wright,Jennifer Archer,Howard Bragman,|,See full cast & crew,",USA,,,"$15,461,"
821,La hija del caníbal,(2003)," Adventure, Comedy, Crime            ",6.2,973,Antonio Serrano,"Cecilia Roth,Carlos Álvarez-Nóvoa,Kuno Becker,|,See full cast & crew,","Mexico,Spain","Conaculta,Fondo Ibermedia,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),See more »,","€3,300,000","$267,495,"
822,Sancharram,(2004)," Drama, Romance            ",7.0,299,Ligy J. Pullappally,"Suhasini V. Nair,Shrruiti Menon,K.P.A.C. Lalitha,|,See full cast & crew,",India,,,
823,Yuriko no aroma,(2010), Drama            ,5.9,120,Kôta Yoshida,"Noriko Eguchi,Noriko Kijima,Miyavi Matsunoi,|,See full cast & crew,",Japan,"Ace Deuce Entertainment,Makotoya,Shaiker Co.,See more »,",,
824,Audacity,(2015), Drama            ,4.4,"4,195",Eddie Roman,"Travis Owens,Molly Ritter,Ben Price,|,See full cast & crew,",USA,"Living Waters Productions,See more »,",,
825,Killer Unicorn,(2018), Horror            ,0.0,0,Drew Bolton,"Alejandro La Rosa,Dennis Budesheim,Markus Kelle,|,See full cast & crew,",USA,"Mattioli Productions,See more »,","$150,000",
826,Silent But Deadly,(2011)," Comedy, Horror            ",3.2,406,Stephen Scott,"Jason Mewes,William Sadler,Jordan Prentice,|,See full cast & crew,",Canada,"MJC Entertainment,See more »,","CAD 1,180,000",
827,Fat Girls,(2006)," Comedy, Drama            ",5.2,534,Ash Christian,"Ash Christian,Jonathan Caouette,Evan Miller,|,See full cast & crew,",USA,"Cranium Entertainment,Hear No Evil Films,Kelli Lerner Casting,See more »,",,"$10,798,"
828,The Trouble with Barry,(2013)," Comedy, Horror, Thriller            ",6.3,61,,"Peter Stickles,Rena Riffel,Eric Dean,|,See full cast & crew,",USA,"Lion's Den Films,See more »,","$10,000","$29,058"
829,Gaudi Afternoon,(2001)," Comedy, Drama, Mystery            ",6.1,"1,044",Susan Seidelman,"Judy Davis,Marcia Gay Harden,Lili Taylor,|,See full cast & crew,",Spain,"Antena 3 Televisión,Lolafilms,Vía Digital,See more »,",,
830,Cut Sleeve Boys,(2006)," Comedy, Romance            ",6.2,424,Ray Yeung,"Chowee Leow,Steven Lim,Gareth Rhys Davis,|,See full cast & crew,","UK,Hong Kong","Rice Is Nice Productions,See more »,","£300,000","$13,399,"
831,Nô Otoko,(2013)," Crime, Mystery            ",6.6,817,Tomoyuki Takimoto,"Yôsuke Eguchi,Yasuko Matsuyuki,Shôta Sometani,|,See full cast & crew,",Japan,"Django Film,J Storm,Kôdansha,See more »,",,
832,The Awakening of Spring,(2008)," Drama, Romance            ",5.6,97,Arthur Allan Seidelman,"Yuval David,John Aniston,Gary Bisig,|,See full cast & crew,",USA,"Here! TV,See more »,",,
833,The Baby Formula,(2008)," Comedy, Fantasy            ",4.6,265,Alison Reid,"Angela Vint,Megan Fahlenbock,Rosemary Dunsmore,|,See full cast & crew,",Canada,"David J. Woods Entertainment,Free Spirit Films,Super Channel,See more »,",,
834,Piao lang qing chun,(2008)," Drama, Romance            ",6.6,311,Zero Chou,"Serena Fang,Chih-Ying Pai,Yi-lan Chao,|,See full cast & crew,",Taiwan,"3rd Vision Films,See more »,",,
835,Gekijô-ban: Zero,(2014), Horror            ,5.8,368,Mari Asato,"Aoi Morikawa,Ayami Nakajô,Kôdai Asaka,|,See full cast & crew,",Japan,"Kadokawa,See more »,",,
836,Esperando al mesías,(2000)," Comedy, Drama            ",6.7,623,Daniel Burman,"Daniel Hendler,Héctor Alterio,Enrique Piñeyro,|,See full cast & crew,","Spain,Italy,Argentina","Astrolabio Producciones S.L.,BD Cine,See more »,",,
837,Changpihae,(2010)," Drama, Fantasy, Romance            ",5.7,45,Soo-Hyun Kim,"Sang-hyun Kim,Hyeon-jin Seo,Hyo-jin Kim,|,See full cast & crew,",South Korea,,,
838,Reasonable Doubt,(2001)," Drama, Thriller            ",3.0,108,Eric DelaBarre,"Amber Smith,Kevin Scott Allen,GiGi Erneta,|,See full cast & crew,",USA,"The Film Experiment Company,See more »,",,
839,Three Veils,(2011), Drama            ,6.7,212,Rolla Selbak,"Sheetal Sheth,Angela Zahra,Mercedes Mason,|,See full cast & crew,",USA,"Three Veils Production Company,Zahra Pictures,See more »,",,
840,Old Cats,(2010), Drama            ,6.8,440,,"Bélgica Castro,Claudia Celedón,Catalina Saavedra,|,See full cast & crew,","Chile,USA","Elephant Eye Films,See more »,",,
841,Sarah Silverman: Jesus Is Magic,(2005)," Documentary, Comedy, Music            ",6.5,"5,215",Liam Lynch,"Sarah Silverman,Brian Posehn,Laura Silverman,|,See full cast & crew,",USA,"Black Gold Films (II),See more »,",,"$1,324,244,"
842,The Cook,(I) (2008)," Comedy, Horror            ",4.1,"1,168",Gregg Simon,"Penny Vital,Nina Fehren,Mark Hengst,|,See full cast & crew,",USA,"Red Gourmet Productions,The Cook Movie,See more »,","$210,000",
843,Disi duboko,(2004)," Drama, Romance            ",5.8,299,Dragan Marinkovic,"Mira Furlan,Ana Franic,Jelena Djokic,|,See full cast & crew,",Serbia,,"€600,000",
844,Sorceress,(2017)," Drama, Fantasy, Horror            ",4.6,85,,"Naama Kates,Oona Airola,Maritta Viitamäki,|,See full cast & crew,","USA,Finland,Mexico,Russia",,"$500,000",
845,Hollywood Sins,(2000), Drama            ,5.5,88,Edward Holzman,"Justin Carroll,Kim Sill,Eric Acsell,|,See full cast & crew,",USA,,,
846,Earthling,(2010), Sci-Fi            ,4.2,591,Clay Liford,"Rebecca Spence,Peter Greene,William Katt,|,See full cast & crew,",USA,"Well Tailored Films,Zero Trans Fat Productions,See more »,",,
847,Ghosted,(2009)," Drama, Mystery            ",4.7,337,Monika Treut,"Inga Busch,Huan-Ru Ke,Ting Ting Hu,|,See full cast & crew,","Taiwan,Germany","Hyena Films,Chi & Company,3Sat,See more »,","€800,000","$1,716,"
848,A Sombra dos Abutres,(1998), Drama            ,7.2,96,Leonel Vieira,"Vítor Norte,Diogo Infante,José Eduardo,|,See full cast & crew,",Portugal,"Inforfilmes,Instituto Português da Arte Cinematográfica e Audiovisual (IPACA),Radiotelevisão Portuguesa (RTP),See more »,","PTE 100,000,000",
849,Bedoon Reqaba,(2009)," Comedy, Drama, Musical            ",3.1,63,Hany Girgis,"Ahmed Fahmi,Nabil Eissa,Edward,|,See full cast & crew,",Egypt,"Hany Girgis Fawzy Films,See more »,",,
850,A Jihad for Love,(2007), Documentary            ,6.5,614,Parvez Sharma,"Muhsin Hendricks,A.K. Hoosen,Mazen,|,See full cast & crew,","UK,France,Germany,Australia,USA","Channel Four Films,Halal Films,Logo,See more »,",,"$105,033,"
851,En la ciudad,(2003)," Drama, Romance            ",6.9,992,Cesc Gay,"Mónica López,Eduard Fernández,María Pujalte,|,See full cast & crew,",Spain,"Canal+ España,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),ICF Institut Català de Finances,See more »,",,
852,Vem ska knulla pappa?,(2017)," Animation, Adventure, Fantasy            ",7.0,13,Antiffa Vänsterfitta,"Emil Anderson,Anna Bjereld,Alexi Carpentieri,|,See full cast & crew,",Sweden,"Valand Academy Film,See more »,","SEK 100,000",
853,Benzina,(2001)," Crime, Drama, Romance            ",5.3,336,Monica Stambrini,"Maya Sansa,Regina Orioli,Mariella Valentini,|,See full cast & crew,",Italy,"Digital Film,Ministero per i Beni e le Attività Culturali (MiBAC),See more »,",,"$4,307,"
854,True True Lie,(2006), Thriller            ,4.6,331,Eric Styles,"Jaime King,Lydia Leonard,Jason Durr,|,See full cast & crew,",UK,"Castel Film Romania,Clubdeal,La Vie En Rose,See more »,","$5,000,000",
855,Mango Kiss,(2004)," Comedy, Romance            ",4.6,385,Sascha Rice,"Danièle Ferraro,Michelle Wolff,Sally Kirkland,|,See full cast & crew,",USA,,,
856,Manji,(2006)," Drama, Romance            ",6.2,20,Noboru Iguchi,"Yoshiyoshi Arakawa,Cosmosco,Fujiko,|,See full cast & crew,",Japan,"Art Port,Tsuburaya Entertainment,See more »,",,
857,Como Esquecer,(2010), Drama            ,6.2,393,Malu De Martino,"Ana Paula Arósio,Murilo Rosa,Natália Lage,|,See full cast & crew,",Brazil,"E.H. Filmes,See more »,",,
858,L'astragale,(2015)," Drama, Romance            ",5.9,176,Brigitte Sy,"Leïla Bekhti,Reda Kateb,Esther Garrel,|,See full cast & crew,",France,"Alfama Films,France 3 Cinéma,Centre National de la Cinématographie (CNC),See more »,",,
859,Nepravdepodobná romance,(2013)," Drama, Romance            ",5.7,23,Ivan Vojnár,"Berenika Kohoutová,Alzbeta Pazoutová,Ivan Vojnár,|,See full cast & crew,",Czech Republic,,"CZK 14,000,000",
860,Keep Your Distance,(2005)," Drama, Mystery, Romance            ",5.4,"1,194",Stu Pollard,"Gil Bellows,Jennifer Westfeldt,Christian Kane,|,See full cast & crew,",USA,"Blue & Grey Film Ventures,Lunacy,See more »,","$2,500,000",
861,À tout de suite,(2004)," Crime, Drama, Romance            ",6.5,915,Benoît Jacquot,"Isild Le Besco,Ouassini Embarek,Nicolas Duvauchelle,|,See full cast & crew,",France,"Natan Productions,Arte France Cinéma,CinéCinéma,See more »,",,"$247,636,"
862,My Best Day,(2012), Comedy            ,5.1,171,Erin Greenwell,"Rachel Style,Ashlie Atkinson,Robert Salerno,|,See full cast & crew,",USA,"Smithy Productions,See more »,",,
863,Hannah Free,(2009)," Drama, Romance            ",6.5,329,Wendy Jo Carlton,"Sharon Gless,Maureen Gallagher,Kelli Strickland,|,See full cast & crew,",USA,"Ripe Fruit Films,See more »,","$200,000",
864,El Calentito,(2005)," Comedy, Music            ",5.9,497,Chus Gutiérrez,"Verónica Sánchez,Macarena Gómez,Juan Sanz,|,See full cast & crew,",Spain,"Telespan 2000,Estudios Picasso,Canal+ España,See more »,",,
865,Hinokio,(2005)," Drama, Sci-Fi            ",6.8,513,Takahiko Akiyama,"Masatoshi Nakamura,Kanata Hongô,Mikako Tabe,|,See full cast & crew,",Japan,"Eisei Gekijo,H-Partners,Hinokio Film Venturer,See more »,",,
866,Ya lyublyu tebya,(2004)," Comedy, Romance            ",6.5,840,,"Damir Badmaev,Lyubov Tolkalina,Evgeniy Koryakovskiy,|,See full cast & crew,",Russia,,,"$60,815,"
867,Der letzte Sommer der Reichen,(2014), Drama            ,5.5,28,Peter Kern,"Amira Casar,Nicole Gerdon,Winfried Glatzeder,|,See full cast & crew,",Austria,"Nanook Film Wien,See more »,",,
868,Los 2 lados de la cama,(2005)," Comedy, Musical, Romance            ",5.6,"1,230",Emilio Martínez Lázaro,"Ernesto Alterio,Guillermo Toledo,Alberto San Juan,|,See full cast & crew,",Spain,"Telespan 2000,Canal+ España,Estudios Picasso,See more »,",,
869,Girls Like Us! Part 1,(2012)," Comedy, Drama, Romance            ",5.8,10,,"Bethany Stanton,Robin Lei,Milon V. Parker,|,See full cast & crew,",USA,"Chill Productions,See more »,","$40,000",
870,Show Me,(2004)," Drama, Thriller            ",5.9,396,Cassandra Nicolaou,"Michelle Nolden,Kett Turton,Gabriel Hogan,|,See full cast & crew,",Canada,"Red Plush Films,The Feature Film Project,See more »,","CAD 900,000",
871,Nate and Margaret,(2012)," Comedy, Drama, Romance            ",6.2,494,Nathan Adloff,"Natalie West,Tyler Ross,Conor McCahill,|,See full cast & crew,",USA,"Cranium Entertainment,See more »,",,
872,Carícies,(1998)," Comedy, Drama, Romance            ",6.7,450,Ventura Pons,"David Selvas,Laura Conejero,Julieta Serrano,|,See full cast & crew,",Spain,"Els Films de la Rambla,Generalitat de Catalunya - Departament de Cultura,Televisió de Catalunya (TV3),See more »,",,
873,As Núpcias de Drácula,(2018)," Fantasy, Horror, Romance            ",0.0,0,Matheus Marchetti,"Alexandre Alonso,Irene Caldeira,Celo Carvalho,|,See full cast & crew,",Brazil,"Fundação Armando Álvares Penteado (FAAP),See more »,",,
